Transect_ID,Burn_Season,Fecundity,Inflorescence_Number,Canopy_Cover,Basal_Area
January_3,Early dry,0,0,Open,25.5725642002209
January_3,Early dry,0,0,Open,33.9606165853057
January_3,Early dry,0,0,Open,13.3203528512207
January_3,Early dry,0,0,Open,7.14712328691678
January_3,Early dry,0,0,Open,4.99513231920777
January_3,Early dry,0,0,Open,0.235619449019234
January_3,Early dry,0,0,Open,9.45619388730528
January_3,Early dry,0,0,Open,10.9563043793944
January_3,Early dry,0,0,Open,0.196349540849362
January_3,Early dry,0,0,Open,13.8230076757951
January_3,Early dry,0,0,Open,0.714712328691678
January_3,Early dry,0,0,Open,1.17809724509617
January_3,Early dry,0,0,Open,0.251327412287183
January_3,Early dry,0,0,Open,5.93761011528471
January_3,Early dry,0,0,Open,1.42942465738336
January_3,Early dry,0,0,Open,3.26725635973339
January_3,Early dry,0,0,Open,0.75398223686155
January_3,Early dry,0,0,Open,21.3628300444106
January_3,Early dry,0,0,Open,2.3090706003885
January_3,Early dry,0,0,Open,5.65486677646163
January_3,Early dry,0,0,Open,103.688265531731
January_3,Early dry,0,0,Open,16.611171155856
January_3,Early dry,0,0,Open,0.439822971502571
January_3,Early dry,0,0,Open,14.152874904422
January_3,Early dry,0,0,Open,1.17809724509617
January_3,Early dry,0,0,Open,2.35619449019234
January_3,Early dry,0,0,Open,378.02784400646
January_3,Early dry,0,0,Open,45.9929164485546
January_3,Early dry,0,0,Open,117.927534234127
January_3,Early dry,0,0,Open,19.8705735339554
January_3,Early dry,0,0,Open,4.31968989868597
January_3,Early dry,0,0,Open,2.82743338823081
January_3,Early dry,0,0,Open,3.53429173528852
January_3,Early dry,0,0,Open,20.4203522483337
January_3,Early dry,0,0,Open,176.533945186844
January_3,Early dry,0,0,Open,13.854423602331
January_3,Early dry,0,0,Open,40.7228947721577
January_3,Early dry,0,0,Open,1.06028752058656
January_3,Early dry,0,0,Open,64.1670299495715
January_3,Early dry,0,0,Open,54.7265440255342
January_3,Early dry,0,0,Open,334.579617607313
January_3,Early dry,0,0,Open,283.646546710988
January_3,Early dry,0,0,Open,10.6028752058656
January_3,Early dry,0,0,Open,2.2462387473167
January_3,Early dry,0,0,Open,10.0216805649514
January_3,Early dry,0,0,Open,152.382951662373
January_3,Early dry,0,0,Open,41.2176956150981
January_3,Early dry,0,0,Open,18.3076311887945
January_3,Early dry,0,0,Open,112.060609953548
January_3,Early dry,0,0,Open,0.706858347057703
January_3,Early dry,0,0,Open,61.3395965613407
January_3,Early dry,0,0,Open,125.459502621108
January_3,Early dry,0,0,Open,19.9098434421253
January_3,Early dry,0,0,Open,609.076275714721
January_3,Early dry,0,0,Open,4.64955712731289
January_3,Early dry,0,0,Open,418.61722109084
January_3,Early dry,0,0,Open,17.530087007031
January_3,Early dry,0,0,Open,425.43447714913
January_3,Early dry,0,0,Open,39.387717894382
January_3,Early dry,0,0,Open,41.7203504396725
January_3,Early dry,0,0,Open,62.470569916633
January_3,Early dry,0,0,Open,4.94800842940392
January_3,Early dry,0,0,Open,3.95840674352314
January_3,Early dry,0,0,Open,18.3783170235003
January_3,Early dry,0,0,Open,3.0159289474462
January_3,Early dry,0,0,Open,40.6050850476481
January_3,Early dry,0,0,Open,435.895980685584
January_4,Early dry,0,0,Open,1.09955742875643
January_4,Early dry,0,0,Open,129.009502319665
January_4,Early dry,0,0,Open,39.8196868842506
January_4,Early dry,0,0,Open,20.2946885421901
January_4,Early dry,0,0,Open,0.274889357189107
January_4,Early dry,0,0,Open,2.6782077371853
January_4,Early dry,0,0,Open,3.0159289474462
January_4,Early dry,0,0,Open,0.235619449019234
January_4,Early dry,0,0,Open,2.80387144332889
January_4,Early dry,0,0,Open,1.38230076757951
January_4,Early dry,0,0,Open,0.235619449019234
January_4,Early dry,0,0,Open,0.628318530717959
January_4,Early dry,0,0,Open,9.33053018116169
January_4,Early dry,0,0,Open,0.196349540849362
January_4,Early dry,0,0,Open,2.12057504117311
January_4,Early dry,0,0,Open,20.011945203367
January_4,Early dry,0,0,Open,3.61283155162826
January_4,Early dry,0,0,Open,0.0471238898038469
January_4,Early dry,0,0,Open,84.8779795183622
January_4,Early dry,0,0,Open,383.753396617627
January_4,Early dry,0,0,Open,18.3154851704285
January_4,Early dry,0,0,Open,28.4785374047915
January_4,Early dry,0,0,Open,7.06858347057703
January_4,Early dry,0,0,Open,3.078760800518
January_4,Early dry,0,0,Open,1.5707963267949
January_4,Early dry,0,0,Open,230.859936149046
January_4,Early dry,0,0,Open,4.17831822927442
January_4,Early dry,0,0,Open,12.3700210735098
January_4,Early dry,0,0,Open,565.58092542577
January_4,Early dry,0,0,Open,143.130961297551
January_4,Early dry,0,0,Open,22.2424759874157
January_4,Early dry,0,0,Open,32.8453511932813
January_4,Early dry,0,0,Open,1.98705735339554
January_4,Early dry,0,0,Open,94.499107019981
January_4,Early dry,0,0,Open,44.312164378884
January_4,Early dry,0,0,Open,0.903207887907065
January_4,Early dry,0,0,Open,10.8149327099829
January_4,Early dry,0,0,Open,6.92721180116549
January_4,Early dry,1,1,Open,6.94291976443344
January_4,Early dry,0,0,Open,10.9327424344925
January_4,Early dry,0,0,Open,3.28296432300133
January_4,Early dry,0,0,Open,148.550208624993
January_4,Early dry,0,0,Open,50.46968597992
January_4,Early dry,0,0,Open,8.67079572390783
January_4,Early dry,0,0,Open,2.68606171881927
January_4,Early dry,0,0,Open,2.35619449019234
January_4,Early dry,0,0,Open,0.314159265358979
January_4,Early dry,0,0,Open,222.17343246187
January_4,Early dry,0,0,Open,0.196349540849362
January_4,Early dry,0,0,Open,216.298654199657
January_4,Early dry,0,0,Open,0.125663706143592
January_4,Early dry,0,0,Open,60.648446177551
January_4,Early dry,0,0,Open,9.0163709158027
January_4,Early dry,0,0,Open,112.720344410802
January_4,Early dry,0,0,Open,26.3422544003504
January_4,Early dry,0,0,Open,0.353429173528852
January_4,Early dry,0,0,Open,23.4991130488517
January_4,Early dry,0,0,Open,0.219911485751285
January_4,Early dry,0,0,Open,2.82743338823081
January_4,Early dry,0,0,Open,152.053084433746
January_4,Early dry,0,0,Open,18.8024320317349
January_4,Early dry,0,0,Open,0.188495559215388
January_4,Early dry,0,0,Open,33.3637139811236
January_4,Early dry,0,0,Open,13.1946891450771
January_4,Early dry,0,0,Open,0.816814089933346
January_4,Early dry,0,0,Open,72.1309673264216
January_4,Early dry,0,0,Open,0.0314159265358979
January_4,Early dry,0,0,Open,0.15707963267949
January_4,Early dry,0,0,Open,0.0942477796076938
January_4,Early dry,0,0,Open,192.956620783485
January_4,Early dry,0,0,Open,6.41670299495715
January_4,Early dry,0,0,Open,26.4050862534222
January_4,Early dry,0,0,Open,1.36659280431156
January_4,Early dry,0,0,Open,660.39419171111
January_4,Early dry,0,0,Open,37.1650410919673
January_4,Early dry,1,3,Open,477.286463896629
January_4,Early dry,0,0,Open,241.015134401775
January_4,Early dry,0,0,Open,85.1528688755513
January_4,Early dry,0,0,Open,1.17809724509617
January_4,Early dry,0,0,Open,23.3263254529042
January_4,Early dry,0,0,Open,1.20951317163207
January_4,Early dry,0,0,Open,0.0471238898038469
January_4,Early dry,0,0,Open,65.8006581294382
January_4,Early dry,0,0,Open,11.8752202305694
January_4,Early dry,0,0,Open,19.2972328746753
January_4,Early dry,0,0,Open,0.471238898038469
January_4,Early dry,0,0,Open,0.61261056745001
January_4,Early dry,0,0,Open,1.49225651045515
January_4,Early dry,0,0,Open,0.518362787842316
January_4,Early dry,0,0,Open,0.15707963267949
January_4,Early dry,0,0,Open,0.188495559215388
January_4,Early dry,0,0,Open,0.691150383789755
January_4,Early dry,0,0,Open,0.0706858347057703
January_4,Early dry,0,0,Open,0.0628318530717959
January_4,Early dry,0,0,Open,0.015707963267949
January_4,Early dry,0,0,Open,1.72787595947439
January_4,Early dry,0,0,Open,11.3097335529233
January_4,Early dry,0,0,Open,57.1769862953342
January_4,Early dry,0,0,Open,553.093094627751
January_4,Early dry,0,0,Open,9.848892969004
January_4,Early dry,0,0,Open,10.775662801813
January_4,Early dry,0,0,Open,1.31946891450771
January_4,Early dry,0,0,Open,18.2369453540887
January_4,Early dry,0,0,Open,1.76714586764426
January_4,Early dry,0,0,Open,0.353429173528852
January_4,Early dry,0,0,Open,0.0471238898038469
January_4,Early dry,0,0,Open,25.4469004940773
January_4,Early dry,0,0,Open,0.604756585816035
January_4,Early dry,0,0,Open,22.760838775258
January_4,Early dry,0,0,Open,3.0159289474462
January_4,Early dry,0,0,Open,13.3203528512207
January_4,Early dry,0,0,Open,2.74889357189107
January_4,Early dry,0,0,Open,4.47676953136545
January_4,Early dry,0,0,Open,0.188495559215388
January_4,Early dry,0,0,Open,7.65763209312512
January_4,Early dry,0,0,Open,0.659734457253857
January_4,Early dry,0,0,Open,137.562488319063
January_4,Early dry,0,0,Open,89.5982224803809
January_4,Early dry,0,0,Open,3.14159265358979
January_4,Early dry,0,0,Open,6.59734457253857
January_4,Early dry,0,0,Open,6.57378262763664
January_4,Early dry,0,0,Open,0.0942477796076938
January_4,Early dry,0,0,Open,0.691150383789755
January_4,Early dry,0,0,Open,2.82743338823081
January_4,Early dry,0,0,Open,79.7964534011807
January_4,Early dry,0,0,Open,31.7457937645249
January_4,Early dry,0,0,Open,26.1144889329652
January_4,Early dry,0,0,Open,1.41371669411541
January_4,Early dry,0,0,Open,9.18915851175015
January_4,Early dry,0,0,Open,0.989601685880785
January_4,Early dry,0,0,Open,0.824668071567321
January_4,Early dry,0,0,Open,3.40862802914493
January_4,Early dry,0,0,Open,23.6247767549952
January_5,Early dry,0,0,Partial,3.8484510006475
January_5,Early dry,0,0,Partial,14.6319677840945
January_5,Early dry,0,0,Partial,0.0628318530717959
January_5,Early dry,0,0,Partial,28.627763055837
January_5,Early dry,0,0,Partial,1.31946891450771
January_5,Early dry,0,0,Partial,3.0159289474462
January_5,Early dry,0,0,Partial,0.0628318530717959
January_5,Early dry,0,0,Partial,0.494800842940392
January_5,Early dry,0,0,Partial,1.41371669411541
January_5,Early dry,0,0,Partial,0.628318530717959
January_5,Early dry,0,0,Partial,9.66039740978861
January_5,Early dry,0,0,Partial,0.510508806208341
January_5,Early dry,0,0,Partial,5.27787565803085
January_5,Early dry,0,0,Partial,0.0942477796076938
January_5,Early dry,0,0,Partial,1.12311937365835
January_5,Early dry,0,0,Partial,0.0942477796076938
January_5,Early dry,0,0,Partial,0.0942477796076938
January_5,Early dry,0,0,Partial,0.659734457253856
January_5,Early dry,0,0,Partial,1.25663706143592
January_5,Early dry,0,0,Partial,1.31946891450771
January_5,Early dry,0,0,Partial,12.8334059899143
January_5,Early dry,0,0,Partial,9.58185759344887
January_5,Early dry,0,0,Partial,8.95353906273091
January_5,Early dry,0,0,Partial,2.9845130209103
January_5,Early dry,0,0,Partial,0.196349540849362
January_5,Early dry,0,0,Partial,3.76991118430775
January_5,Early dry,0,0,Partial,0.117809724509617
January_5,Early dry,0,0,Partial,0.565486677646163
January_5,Early dry,0,0,Partial,20.616701789183
January_5,Early dry,0,0,Partial,28.627763055837
January_5,Early dry,0,0,Partial,0.824668071567321
January_5,Early dry,0,0,Partial,41.256965523268
January_5,Early dry,0,0,Partial,0.0942477796076938
January_5,Early dry,0,0,Partial,34.5575191894877
January_5,Early dry,0,0,Partial,1.13097335529233
January_5,Early dry,0,0,Partial,1.73572994110836
January_5,Early dry,0,0,Partial,9.50331777710912
January_5,Early dry,0,0,Partial,20.2082947442163
January_5,Early dry,0,0,Partial,0.502654824574367
January_5,Early dry,0,0,Partial,0.392699081698724
January_5,Early dry,0,0,Partial,16.2577419823272
January_5,Early dry,0,0,Partial,4.5553093477052
January_5,Early dry,0,0,Partial,3.1101767270539
January_5,Early dry,0,0,Partial,0.424115008234622
January_5,Early dry,0,0,Partial,4.90873852123405
January_5,Early dry,0,0,Partial,3.65210145979813
January_5,Early dry,0,0,Partial,0.848230016469244
January_5,Early dry,0,0,Partial,0.235619449019234
January_5,Early dry,0,0,Partial,0.746128255227576
January_5,Early dry,0,0,Partial,113.175875345572
January_5,Early dry,0,0,Partial,0.0942477796076938
January_5,Early dry,0,0,Partial,10.2494460323367
January_5,Early dry,0,0,Partial,122.270786077715
January_5,Early dry,0,0,Partial,2.63893782901543
January_5,Early dry,0,0,Partial,66.5624943479337
January_5,Early dry,0,0,Partial,0.777544181763474
January_5,Early dry,0,0,Partial,0.219911485751285
January_5,Early dry,0,0,Partial,1.12311937365835
January_5,Early dry,0,0,Partial,1.97920337176157
January_5,Early dry,0,0,Partial,3.89557489045134
January_5,Early dry,0,0,Partial,5.77267650097125
January_5,Early dry,0,0,Partial,23.3734493427081
January_5,Early dry,0,0,Partial,1.64933614313464
January_5,Early dry,0,0,Partial,0.196349540849362
January_5,Early dry,0,0,Partial,5.93761011528471
January_5,Early dry,0,0,Partial,1.72787595947439
January_5,Early dry,0,0,Partial,5.01084028247572
January_5,Early dry,0,0,Partial,21.2528743015349
January_5,Early dry,0,0,Partial,2.13628300444106
January_5,Early dry,0,0,Partial,1.53152641862502
January_5,Early dry,0,0,Partial,6.28318530717959
January_5,Early dry,0,0,Partial,28.627763055837
January_5,Early dry,0,0,Partial,0.0942477796076938
January_5,Early dry,0,0,Partial,0.00785398163397448
January_5,Early dry,0,0,Partial,0.91106186954104
January_5,Early dry,0,0,Partial,11.4353972590668
January_5,Early dry,0,0,Partial,0.863937979737193
January_5,Early dry,0,0,Partial,0.314159265358979
January_5,Early dry,0,0,Partial,0.0314159265358979
January_5,Early dry,0,0,Partial,4.09977841293468
January_5,Early dry,0,0,Partial,11.7417025427919
January_5,Early dry,0,0,Partial,0.565486677646163
January_5,Early dry,0,0,Partial,0.0471238898038469
January_5,Early dry,0,0,Partial,6.10254372959817
January_5,Early dry,0,0,Partial,0.0628318530717959
January_5,Early dry,0,0,Partial,0.0392699081698724
January_5,Early dry,0,0,Partial,1.22522113490002
January_5,Early dry,0,0,Partial,0.0235619449019234
January_5,Early dry,0,0,Partial,0.15707963267949
January_5,Early dry,0,0,Partial,4.618141200777
January_5,Early dry,0,0,Partial,4.24115008234622
January_5,Early dry,0,0,Partial,1.34303085940964
January_5,Early dry,0,0,Partial,5.60774288665778
January_5,Early dry,0,0,Partial,0.863937979737193
January_5,Early dry,0,0,Partial,135.371227443184
January_5,Early dry,0,0,Partial,2.16769893097696
January_5,Early dry,0,0,Partial,4.94800842940392
January_5,Early dry,0,0,Partial,1.29590696960579
January_5,Early dry,0,0,Partial,0.0471238898038469
January_5,Early dry,0,0,Partial,69.4920294974062
January_5,Early dry,0,0,Partial,0.989601685880785
January_5,Early dry,0,0,Partial,3.95840674352314
January_5,Early dry,0,0,Partial,0.518362787842316
January_5,Early dry,0,0,Partial,2.35619449019234
January_5,Early dry,0,0,Partial,0.164933614313464
January_5,Early dry,0,0,Partial,3.26725635973339
January_5,Early dry,0,0,Partial,4.09977841293468
January_5,Early dry,0,0,Partial,0.502654824574367
January_5,Early dry,0,0,Partial,3.36935812097505
January_5,Early dry,0,0,Partial,169.072662634569
January_5,Early dry,0,0,Partial,5.96117206018663
January_5,Early dry,0,0,Partial,14.6319677840945
January_5,Early dry,0,0,Partial,0.879645943005142
January_5,Early dry,0,0,Partial,0.353429173528852
January_5,Early dry,0,0,Partial,0.706858347057703
January_5,Early dry,0,0,Partial,1.86924762888593
January_5,Early dry,0,0,Partial,2.12057504117311
January_5,Early dry,0,0,Partial,0.75398223686155
January_5,Early dry,0,0,Partial,0.0706858347057703
January_5,Early dry,0,0,Partial,0.15707963267949
January_5,Early dry,0,0,Partial,0.691150383789755
January_5,Early dry,0,0,Partial,2.45044226980004
January_5,Early dry,0,0,Partial,1.13097335529233
January_5,Early dry,0,0,Partial,1.08384946548848
January_5,Early dry,0,0,Partial,0.471238898038469
January_5,Early dry,0,0,Partial,0.816814089933346
January_5,Early dry,0,0,Partial,0.785398163397448
January_5,Early dry,0,0,Partial,12.299335238804
January_5,Early dry,0,0,Partial,5.18362787842316
January_5,Early dry,0,0,Partial,35.1308598487679
January_5,Early dry,0,0,Partial,7.40630468083794
January_5,Early dry,0,0,Partial,43.0084034276443
January_5,Early dry,0,0,Partial,358.707049186883
January_5,Early dry,0,0,Partial,110.16780037976
January_5,Early dry,0,0,Partial,3.58141562509236
January_5,Early dry,0,0,Partial,8.52157007286231
January_5,Early dry,1,1,Partial,35.9869438468711
January_5,Early dry,0,0,Partial,23.8446882407465
January_5,Early dry,0,0,Partial,8.95353906273091
January_5,Early dry,0,0,Partial,18.6924762888593
January_5,Early dry,0,0,Partial,8.71791961371168
January_5,Early dry,0,0,Partial,6.37743308678728
January_5,Early dry,0,0,Partial,13.4303085940964
January_6,Early dry,0,0,Partial,144.717465587614
January_6,Early dry,0,0,Partial,13.1475652552733
January_6,Early dry,0,0,Partial,4.38252175175776
January_6,Early dry,0,0,Partial,0.659734457253856
January_6,Early dry,0,0,Partial,21.1115026321234
January_6,Early dry,0,0,Partial,0.706858347057703
January_6,Early dry,0,0,Partial,0.565486677646163
January_6,Early dry,0,0,Partial,0.942477796076938
January_6,Early dry,0,0,Partial,3.51858377202057
January_6,Early dry,0,0,Partial,7.47699051554371
January_6,Early dry,0,0,Partial,5.18362787842316
January_6,Early dry,0,0,Partial,0.188495559215388
January_6,Early dry,0,0,Partial,0.314159265358979
January_6,Early dry,0,0,Partial,17.3730073743516
January_6,Early dry,0,0,Partial,1.42942465738336
January_6,Early dry,0,0,Partial,6.87223392972767
January_6,Early dry,0,0,Partial,13.846569620697
January_6,Early dry,0,0,Partial,0.329867228626928
January_6,Early dry,0,0,Partial,2.45044226980004
January_6,Early dry,0,0,Partial,8.88285322802514
January_6,Early dry,0,0,Partial,3.29867228626928
January_6,Early dry,0,0,Partial,2.90597320457056
January_6,Early dry,0,0,Partial,3.29867228626928
January_6,Early dry,0,0,Partial,2.63893782901543
January_6,Early dry,0,0,Partial,2.35619449019234
January_6,Early dry,0,0,Partial,3.33794219443916
January_6,Early dry,0,0,Partial,4.618141200777
January_6,Early dry,0,0,Partial,5.27787565803085
January_6,Early dry,0,0,Partial,21.1664805035612
January_6,Early dry,0,0,Partial,0.251327412287183
January_6,Early dry,0,0,Partial,8.309512568745
January_6,Early dry,0,0,Partial,0.0471238898038469
January_6,Early dry,0,0,Partial,0.824668071567321
January_6,Early dry,0,0,Partial,0.196349540849362
January_6,Early dry,0,0,Partial,55.4648182991278
January_6,Early dry,0,0,Partial,0.989601685880785
January_6,Early dry,0,0,Partial,0.0628318530717959
January_6,Early dry,0,0,Partial,3.79347312920968
January_6,Early dry,0,0,Partial,4.27256600888212
